transcript	PFAM_domain	start	end
AT3G57410.6	PF00626	635	713
AT3G19960.3	PF00063	167	825
AT3G29455.1	PF09331	80	121
AT3G61400.2	PF03171	224	288
AT3G61400.2	PF14226	60	162
AT3G18610.3	PF00076	356	423
AT3G18610.3	PF00076	452	521
AT3G18610.2	PF00076	326	393
AT3G18610.2	PF00076	422	491
AT3G02440.2	PF13839	187	475
AT3G02440.2	PF14416	134	186
AT3G13100.2	PF00005	1014	1161
AT3G13100.2	PF00005	397	531
AT3G13100.2	PF00664	679	919
AT3G13100.2	PF00664	65	332
AT3G22760.2	PF03638	290	326
AT3G22760.2	PF03638	205	240
AT3G19090.2	PF00076	268	336
AT3G19090.2	PF05383	148	205
AT3G19090.2	PF07145	33	47
AT3G45190.2	PF04499	93	316
AT3G45190.2	PF04499	320	452
AT3G42170.2	PF05699	570	652
AT3G42170.2	PF14372	437	533
AT3G07670.2	PF00856	87	167
AT3G07670.2	PF09273	200	333
AT3G23410.2	PF00732	166	434
AT3G23410.2	PF05199	529	663
AT3G27300.4	PF00479	106	293
AT3G27300.4	PF02781	295	574
AT3G27300.5	PF00479	89	276
AT3G27300.5	PF02781	278	557
AT3G60040.2	PF07723	399	425
AT3G60040.2	PF13456	2	117
AT3G60040.3	PF07723	400	426
AT3G60040.3	PF13041	723	771
AT3G60040.3	PF13041	758	802
AT3G60040.3	PF13456	2	117
AT3G60040.4	PF00646	15	50
AT3G60040.4	PF07723	180	206
AT3G60040.4	PF13041	503	551
AT3G60040.4	PF13041	538	582
AT3G60040.5	PF07723	397	423
AT3G60040.5	PF13456	2	117
AT3G57060.3	PF12717	982	1141
AT3G57060.3	PF12922	81	243
AT3G53780.3	PF01694	135	275
AT3G48900.3	PF00867	69	151
AT3G16710.2	PF13041	186	234
AT3G16710.2	PF13041	326	374
AT3G16710.2	PF13041	151	200
AT3G16710.2	PF13041	256	304
AT3G16710.2	PF13041	362	409
AT3G16710.2	PF13041	221	270
AT3G16710.2	PF13041	401	445
AT3G16710.2	PF13041	119	165
AT3G61950.3	PF00010	176	226
AT3G61950.6	PF00010	125	175
AT3G61950.4	PF00010	176	203
AT3G61950.5	PF00010	176	203
AT3G02780.2	PF00293	56	204
AT3G02830.2	PF00642	68	92
AT3G02830.2	PF00642	114	138
AT3G02830.2	PF00642	256	281
AT3G02830.2	PF00642	302	327
AT3G02830.2	PF00642	22	47
AT3G59030.2	PF01554	62	221
AT3G59030.2	PF01554	283	416
AT3G60920.2	PF02138	1731	1880
AT3G60920.2	PF14844	1607	1704
AT3G60920.2	PF15787	372	645
AT3G60920.2	PF15787	773	912
AT3G07530.2	PF10996	358	474
AT3G07530.5	PF10996	228	348
AT3G07530.4	PF10996	359	479
AT3G07530.3	PF10996	359	475
AT3G50280.2	PF02458	9	308
AT3G58780.4	PF00319	25	72
AT3G58780.4	PF01486	100	219
AT3G58780.5	PF00319	31	78
AT3G58780.5	PF01486	106	192
AT3G05750.4	PF14309	638	784
AT3G05750.4	PF14383	76	102
AT3G53200.2	PF00249	31	75
AT3G01920.2	PF01300	89	250
AT3G27110.4	PF01435	129	248
AT3G27110.3	PF01435	129	224
AT3G10600.2	PF13520	2	332
AT3G10600.2	PF13906	363	413
AT3G51330.2	PF14541	306	428
AT3G51330.2	PF14543	103	286
AT3G51330.3	PF14541	306	449
AT3G51330.3	PF14543	103	286
AT3G15650.3	PF02230	34	255
AT3G52155.4	PF00300	14	63
AT3G52155.2	PF00300	45	112
AT3G59350.4	PF07714	117	327
AT3G59350.5	PF07714	117	292
AT3G59350.6	PF07714	132	406
AT3G52840.2	PF01301	90	392
AT3G52840.2	PF17834	401	471
AT3G02310.2	PF00319	10	57
AT3G02310.2	PF01486	85	171
AT3G28030.3	PF00752	56	123
AT3G28030.3	PF00867	963	1044
AT3G28030.3	PF14377	304	327
AT3G28030.2	PF00752	1	97
AT3G28030.2	PF00867	937	1018
AT3G28030.2	PF14377	278	301
AT3G28030.4	PF00867	745	826
AT3G28030.4	PF14377	86	109
AT3G44370.2	PF13181	382	413
AT3G18960.3	PF02362	3	83
AT3G49410.2	PF09734	44	194
AT3G49410.4	PF09734	44	194
AT3G19210.3	PF00176	183	489
AT3G19210.3	PF00271	540	648
AT3G50190.3	PF03140	98	350
AT3G50190.4	PF03140	98	350
AT3G50190.2	PF03140	98	349
AT3G46940.2	PF00692	78	206
AT3G19670.4	PF00397	189	215
AT3G19670.4	PF00397	230	256
AT3G19670.4	PF01846	503	550
AT3G19670.4	PF01846	433	482
AT3G19670.4	PF01846	572	617
AT3G18035.2	PF00538	65	127
AT3G04610.3	PF00013	255	322
AT3G04610.4	PF00013	255	322
AT3G04610.3	PF00013	165	217
AT3G04610.4	PF00013	165	217
AT3G04610.3	PF00013	435	498
AT3G04610.4	PF00013	435	498
AT3G60710.2	PF00646	5	42
AT3G60710.3	PF00646	5	42
AT3G53940.2	PF00153	177	262
AT3G53940.2	PF00153	68	161
AT3G59570.3	PF00566	362	508
AT3G59570.2	PF00566	362	508
AT3G47010.4	PF00933	30	358
AT3G47010.3	PF00933	5	180
AT3G47010.3	PF01915	216	425
AT3G50140.2	PF03140	115	404
AT3G58220.4	PF00917	17	136
AT3G58220.3	PF00917	17	137
AT3G06060.2	PF00106	58	248
AT3G61390.4	PF04564	279	346
AT3G27690.2	PF00504	99	264
AT3G49640.3	PF01207	9	231
AT3G49640.5	PF01207	28	217
AT3G49640.4	PF01207	9	256
AT3G23330.2	PF01535	273	295
AT3G23330.2	PF01535	374	398
AT3G23330.2	PF13041	96	140
AT3G23330.2	PF13041	299	346
AT3G23330.2	PF13041	200	245
AT3G23330.2	PF14432	514	606
AT3G23330.2	PF20431	416	478
AT3G07550.3	PF13516	242	264
AT3G07550.3	PF13516	293	315
AT3G22420.4	PF00069	98	352
AT3G22420.5	PF00069	27	281
AT3G22420.6	PF00069	27	313
AT3G22420.3	PF00069	98	352
AT3G43920.5	PF00270	55	188
AT3G43920.5	PF00271	390	497
AT3G43920.5	PF00636	1012	1147
AT3G43920.5	PF00636	1221	1329
AT3G43920.5	PF02170	829	971
AT3G43920.4	PF00270	54	187
AT3G43920.4	PF00271	389	496
AT3G43920.4	PF00636	1011	1146
AT3G43920.4	PF00636	1220	1328
AT3G43920.4	PF02170	828	970
AT3G43920.6	PF00271	172	279
AT3G43920.6	PF00636	794	929
AT3G43920.6	PF00636	1003	1111
AT3G43920.6	PF02170	611	753
AT3G58760.3	PF07714	234	487
AT3G58760.5	PF07714	234	487
AT3G58760.3	PF12796	116	206
AT3G58760.5	PF12796	116	206
AT3G58760.6	PF07714	171	360
AT3G58760.6	PF12796	53	143
AT3G58760.2	PF07714	234	423
AT3G58760.4	PF07714	234	423
AT3G58760.2	PF12796	116	206
AT3G58760.4	PF12796	116	206
AT3G54250.2	PF00288	113	171
AT3G54250.2	PF18376	202	305
AT3G05775.1	PF00004	97	130
AT3G53880.2	PF00248	20	286
AT3G09010.2	PF00069	47	249
AT3G20160.2	PF00348	78	207
AT3G20160.2	PF00348	210	284
AT3G57660.2	PF00623	430	614
AT3G57660.2	PF04983	619	830
AT3G57660.2	PF04997	13	427
AT3G57660.2	PF04998	989	1598
AT3G57660.2	PF05000	884	982
AT3G01670.2	PF14576	161	446
AT3G01670.2	PF14577	604	844
AT3G21430.3	PF06584	603	703
AT3G21430.4	PF06584	603	703
AT3G21430.3	PF00249	46	81
AT3G21430.4	PF00249	46	81
AT3G62970.2	PF05495	35	115
AT3G62970.2	PF13639	168	212
AT3G62970.3	PF05495	35	115
AT3G62970.3	PF13639	168	212
AT3G54510.5	PF02714	255	485
AT3G54510.5	PF13967	4	73
AT3G54510.5	PF14703	94	243
AT3G54510.6	PF02714	171	438
AT3G54510.6	PF14703	10	159
AT3G54510.3	PF02714	350	580
AT3G54510.3	PF13967	6	168
AT3G54510.3	PF14703	189	338
AT3G61560.3	PF02453	69	199
AT3G48470.2	PF10193	615	726
AT3G57260.2	PF00332	48	354
AT3G18900.4	PF04784	321	456
AT3G18900.4	PF14389	80	136
AT3G18900.5	PF04784	316	451
AT3G18900.5	PF14389	75	131
AT3G02590.2	PF04116	50	179
AT3G16500.2	PF02309	38	254
AT3G03420.2	PF09768	25	123
AT3G25430.2	PF04857	29	555
AT3G29760.4	PF03031	307	387
AT3G29760.3	PF03031	307	488
AT3G29760.5	PF03031	307	488
AT3G45880.2	PF13621	32	305
AT3G54230.4	PF00076	390	455
AT3G54230.4	PF00076	230	300
AT3G54230.4	PF01585	885	926
AT3G54230.4	PF17780	537	585
AT3G54230.3	PF00076	154	219
AT3G54230.3	PF00076	4	64
AT3G54230.3	PF01585	649	690
AT3G54230.3	PF17780	301	349
AT3G27340.4	PF06155	32	91
AT3G25070.2	PF05627	155	191
AT3G46960.3	PF00270	236	381
AT3G46960.3	PF08148	1042	1211
AT3G46960.3	PF13234	718	1015
AT3G46960.3	PF17911	14	94
AT3G46960.2	PF00270	227	372
AT3G46960.2	PF08148	1033	1202
AT3G46960.2	PF13234	709	1006
AT3G46960.2	PF17911	6	85
AT3G07940.2	PF01412	49	163
AT3G63430.2	PF14309	351	488
AT3G63430.2	PF14383	83	105
AT3G49920.3	PF01459	4	77
AT3G47560.3	PF12146	33	138
AT3G47560.4	PF12146	69	174
AT3G47560.5	PF12146	33	168
AT3G49630.2	PF03171	119	210
AT3G49630.2	PF14226	7	65
AT3G28956.2	PF03874	11	91
AT3G28956.7	PF03874	11	91
AT3G28956.10	PF03874	11	114
AT3G28956.3	PF03874	11	114
AT3G28956.8	PF03874	11	114
AT3G49160.3	PF00224	383	606
AT3G49160.3	PF00224	146	232
AT3G49160.2	PF00224	234	320
AT3G55870.3	PF00425	296	568
AT3G55870.3	PF04715	81	235
AT3G55870.2	PF00425	296	479
AT3G55870.2	PF04715	81	235
AT3G45540.2	PF00097	71	116
AT3G45540.2	PF01485	154	206
AT3G45540.2	PF01485	225	267
AT3G02290.5	PF13639	180	221
AT3G26280.2	PF00067	50	502
AT3G51070.2	PF03141	381	828
AT3G23710.2	PF04278	56	248
AT3G59950.5	PF03416	140	393
AT3G59950.4	PF03416	54	337
AT3G51250.2	PF06911	267	378
AT3G56100.2	PF08263	59	98
AT3G56100.2	PF13855	258	317
AT3G56100.2	PF13855	175	233
AT3G24590.2	PF10502	134	291
AT3G47990.3	PF13639	177	219
AT3G47990.4	PF13639	177	219
AT3G47990.5	PF13639	177	219
AT3G47990.2	PF13639	218	260
AT3G10310.2	PF00225	389	688
AT3G10310.2	PF00307	21	140
AT3G12640.4	PF00076	474	542
AT3G12640.4	PF01480	23	86
AT3G17690.3	PF00520	172	489
AT3G17690.2	PF00520	172	489
AT3G44550.2	PF03015	284	387
AT3G44550.2	PF07993	2	210
AT3G48410.2	PF12697	142	400
AT3G15690.3	PF00364	198	244
AT3G06920.2	PF01535	324	347
AT3G06920.3	PF01535	324	347
AT3G06920.2	PF12854	212	244
AT3G06920.3	PF12854	212	244
AT3G06920.2	PF13041	600	648
AT3G06920.3	PF13041	600	648
AT3G06920.2	PF13041	704	753
AT3G06920.3	PF13041	704	753
AT3G06920.2	PF13041	389	438
AT3G06920.3	PF13041	389	438
AT3G06920.2	PF13041	355	403
AT3G06920.3	PF13041	355	403
AT3G06920.2	PF13041	251	299
AT3G06920.3	PF13041	251	299
AT3G06920.2	PF13041	746	788
AT3G06920.3	PF13041	746	788
AT3G06920.2	PF13041	428	472
AT3G06920.3	PF13041	428	472
AT3G06920.2	PF13041	670	716
AT3G06920.3	PF13041	670	716
AT3G06920.2	PF13041	774	822
AT3G06920.3	PF13041	774	822
AT3G06920.2	PF13041	809	857
AT3G06920.3	PF13041	809	857
AT3G06920.2	PF13812	134	192
AT3G06920.3	PF13812	134	192
AT3G06920.2	PF17177	477	596
AT3G06920.3	PF17177	477	596
AT3G19780.4	PF02622	726	856
AT3G19780.3	PF02622	708	838
AT3G16565.3	PF01411	33	107
AT3G16565.3	PF07973	243	275
AT3G16565.5	PF01411	33	107
AT3G16565.4	PF01411	33	107
AT3G16560.3	PF00481	168	449
AT3G23470.2	PF02353	188	460
AT3G23470.3	PF02353	188	460
AT3G61760.2	PF00350	37	213
AT3G61760.2	PF01031	221	488
AT3G61760.2	PF02212	514	568
AT3G61760.3	PF00350	37	213
AT3G61760.3	PF01031	221	441
AT3G54590.2	PF04554	306	355
AT3G54590.2	PF04554	481	530
AT3G54590.2	PF04554	81	130
AT3G54590.2	PF04554	281	330
AT3G54590.2	PF04554	456	505
AT3G54590.2	PF04554	106	155
AT3G54590.2	PF04554	156	205
AT3G54590.2	PF04554	506	555
AT3G54590.2	PF04554	131	180
AT3G54590.2	PF04554	231	280
AT3G54590.2	PF04554	356	405
AT3G54590.2	PF04554	206	255
AT3G54590.2	PF04554	256	305
AT3G54590.2	PF04554	181	230
AT3G54590.2	PF04554	60	105
AT3G54590.2	PF04554	331	380
AT3G54590.2	PF04554	531	580
AT3G54590.2	PF04554	431	480
AT3G54590.2	PF04554	381	430
AT3G54590.2	PF04554	406	455
AT3G54590.2	PF04554	602	647
AT3G60570.2	PF01357	113	194
AT3G60570.2	PF03330	23	88
AT3G07960.2	PF01504	414	592
AT3G07960.4	PF01504	414	592
AT3G07960.2	PF02493	32	54
AT3G07960.4	PF02493	32	54
AT3G07960.2	PF02493	147	169
AT3G07960.4	PF02493	147	169
AT3G07960.2	PF02493	124	143
AT3G07960.4	PF02493	124	143
AT3G07960.2	PF02493	101	122
AT3G07960.4	PF02493	101	122
AT3G07960.2	PF02493	78	99
AT3G07960.4	PF02493	78	99
AT3G07960.2	PF02493	55	76
AT3G07960.4	PF02493	55	76
AT3G07960.2	PF02493	170	191
AT3G07960.4	PF02493	170	191
AT3G07960.3	PF01504	414	601
AT3G07960.3	PF02493	32	54
AT3G07960.3	PF02493	147	169
AT3G07960.3	PF02493	124	143
AT3G07960.3	PF02493	78	99
AT3G07960.3	PF02493	101	122
AT3G07960.3	PF02493	55	76
AT3G07960.3	PF02493	170	191
AT3G18070.3	PF00232	32	493
AT3G18070.6	PF00232	1	225
AT3G18070.7	PF00232	1	310
AT3G18070.5	PF00232	99	337
AT3G18070.5	PF00232	32	91
AT3G18070.4	PF00232	32	347
AT3G26140.3	PF00150	109	392
AT3G26140.2	PF00150	67	350
AT3G05520.3	PF01267	49	325
AT3G47760.2	PF00005	606	750
AT3G30340.2	PF00892	22	152
AT3G04920.2	PF01282	25	96
AT3G27960.2	PF13374	201	229
AT3G27960.2	PF13374	539	577
AT3G27960.2	PF17874	298	485
AT3G13784.3	PF00251	2	316
AT3G13784.3	PF08244	319	514
AT3G13784.4	PF00251	47	369
AT3G13784.4	PF08244	372	567
AT3G55850.3	PF07969	10	469
AT3G55850.1	PF07969	97	582
AT3G55850.5	PF07969	97	582
AT3G55850.6	PF07969	97	582
AT3G55850.4	PF07969	10	443
AT3G28970.2	PF03556	82	166
AT3G28600.2	PF00004	203	342
AT3G28600.2	PF14363	45	122
AT3G43837.1	PF13456	191	260
AT3G58720.3	PF13639	171	213
AT3G58720.4	PF13639	163	205
AT3G04020.2	PF10615	151	225
AT3G60450.2	PF00300	47	121
AT3G60450.2	PF00300	177	235
AT3G53920.2	PF04542	336	405
AT3G59410.5	PF00069	425	730
AT3G59410.5	PF05773	33	145
AT3G59410.5	PF13393	883	1116
AT3G59410.4	PF00069	426	731
AT3G59410.4	PF05773	33	145
AT3G59410.4	PF12745	1135	1233
AT3G59410.4	PF13393	885	1117
AT3G17360.3	PF00225	203	505
AT3G17360.2	PF00225	203	505
AT3G44530.3	PF00400	20	56
AT3G44530.3	PF00400	194	221
AT3G44530.3	PF07569	543	743
AT3G44530.4	PF07569	409	609
AT3G16890.2	PF13041	364	413
AT3G16890.2	PF13041	87	131
AT3G16890.2	PF13041	434	482
AT3G16890.2	PF13041	49	98
AT3G16890.2	PF13041	295	341
AT3G16890.2	PF13041	329	378
AT3G16890.2	PF13041	119	166
AT3G51150.5	PF00225	17	188
AT3G51150.5	PF11995	722	881
AT3G27730.2	PF00270	28	215
AT3G27730.3	PF00270	28	215
AT3G27730.4	PF00270	28	215
AT3G27730.5	PF00270	28	215
AT3G27730.2	PF00271	262	413
AT3G27730.3	PF00271	262	413
AT3G27730.4	PF00271	262	413
AT3G27730.5	PF00271	262	413
AT3G27730.2	PF02889	534	849
AT3G27730.3	PF02889	534	849
AT3G27730.4	PF02889	534	849
AT3G27730.5	PF02889	534	849
AT3G16230.4	PF00013	105	164
AT3G16230.6	PF00013	105	164
AT3G16230.7	PF00013	105	164
AT3G16230.9	PF00013	105	164
AT3G16230.4	PF10469	178	354
AT3G16230.6	PF10469	178	354
AT3G16230.7	PF10469	178	354
AT3G16230.9	PF10469	178	354
AT3G16230.11	PF00013	105	164
AT3G16230.5	PF00013	105	164
AT3G16230.8	PF00013	105	164
AT3G16230.11	PF10469	178	372
AT3G16230.5	PF10469	178	372
AT3G16230.8	PF10469	178	372
AT3G16230.12	PF00013	65	124
AT3G16230.3	PF00013	65	124
AT3G16230.12	PF10469	138	403
AT3G16230.3	PF10469	138	403
AT3G16230.13	PF10469	54	319
AT3G45660.2	PF00854	116	524
AT3G49210.2	PF03007	60	291
AT3G49210.2	PF06974	362	429
AT3G46190.2	PF00917	188	301
AT3G46190.2	PF00917	64	156
AT3G11010.6	PF00560	291	313
AT3G11010.6	PF00560	534	555
AT3G11010.6	PF08263	6	28
AT3G11010.6	PF13516	81	98
AT3G11010.6	PF13855	557	615
AT3G11010.6	PF13855	145	205
AT3G11010.6	PF13855	393	449
AT3G11010.5	PF00560	300	322
AT3G11010.5	PF00560	543	564
AT3G11010.5	PF08263	6	28
AT3G11010.5	PF13855	566	624
AT3G11010.5	PF13855	154	214
AT3G11010.5	PF13855	82	142
AT3G11010.5	PF13855	402	458
AT3G11010.4	PF00560	354	376
AT3G11010.4	PF00560	597	618
AT3G11010.4	PF08263	40	91
AT3G11010.4	PF13516	144	161
AT3G11010.4	PF13855	620	678
AT3G11010.4	PF13855	208	268
AT3G11010.4	PF13855	456	512
AT3G11010.3	PF00560	363	385
AT3G11010.3	PF00560	606	627
AT3G11010.3	PF08263	40	91
AT3G11010.3	PF13855	629	687
AT3G11010.3	PF13855	217	277
AT3G11010.3	PF13855	145	205
AT3G11010.3	PF13855	465	521
AT3G22810.3	PF05703	4	174
AT3G22810.3	PF08458	220	324
AT3G22810.2	PF05703	18	312
AT3G22810.2	PF08458	358	402
AT3G24140.2	PF00010	195	246
AT3G46920.2	PF00564	94	177
AT3G46920.2	PF07714	873	1135
AT3G14790.2	PF04321	384	554
AT3G14790.2	PF16363	13	318
AT3G05500.2	PF05755	17	159
AT3G06880.4	PF00400	1020	1053
AT3G06880.4	PF00400	977	1010
AT3G06880.5	PF00400	1020	1053
AT3G06880.5	PF00400	977	1010
AT3G06880.3	PF00400	1020	1053
AT3G06880.3	PF00400	977	1010
AT3G19860.3	PF00010	37	86
AT3G06770.5	PF00295	139	421
AT3G54460.2	PF00176	36	686
AT3G54460.2	PF00271	897	992
AT3G54460.2	PF07496	280	322
AT3G46330.2	PF07714	544	809
AT3G46330.2	PF12819	34	356
AT3G54780.4	PF00092	293	415
AT3G54780.4	PF13639	123	168
AT3G54780.4	PF14624	584	656
AT3G54780.5	PF00092	292	414
AT3G54780.5	PF13639	122	167
AT3G54780.5	PF14624	583	655
AT3G56140.2	PF04187	3	153
AT3G56140.2	PF11891	260	444
AT3G28910.2	PF00249	5	36
AT3G07020.3	PF00201	352	513
AT3G07020.3	PF03033	113	257
AT3G04220.2	PF00931	242	481
AT3G04220.2	PF01582	62	239
AT3G04220.2	PF07725	675	694
AT3G27440.3	PF00485	11	170
AT3G27440.3	PF14681	198	400
AT3G27440.2	PF00485	31	217
AT3G27440.2	PF14681	245	403
AT3G03610.4	PF04727	140	305
AT3G48360.3	PF02135	115	209
AT3G48360.2	PF00651	33	136
AT3G48360.2	PF02135	221	315
AT3G56240.2	PF00403	1	53
AT3G24080.4	PF05178	309	407
AT3G24080.4	PF12936	481	564
AT3G24080.3	PF05178	309	407
AT3G24080.3	PF12936	481	564
AT3G01610.2	PF00004	566	693
AT3G01610.2	PF00004	270	408
AT3G01610.2	PF17862	716	763
AT3G01610.2	PF17862	436	468
AT3G18500.4	PF03372	112	432
AT3G26480.2	PF00400	41	79
AT3G01850.3	PF00834	8	175
AT3G01850.4	PF00834	8	175
AT3G44510.3	PF12146	29	166
AT3G09970.2	PF00149	7	214
AT3G03660.4	PF00046	31	91
AT3G03660.3	PF00046	31	91
AT3G19290.4	PF00170	353	403
AT3G52510.2	PF08268	71	183
AT3G03910.2	PF00208	176	351
AT3G03910.2	PF02812	33	159
AT3G07255.1	PF07897	19	48
AT3G07255.1	PF16135	255	287
AT3G63320.2	PF00481	56	290
AT3G51895.2	PF00916	127	507
AT3G51895.2	PF01740	559	678
AT3G09405.2	PF03283	2	287
AT3G09150.4	PF05996	56	272
AT3G27270.2	PF03798	42	233
AT3G62180.2	PF04043	68	194
AT3G28930.2	PF06094	12	123
AT3G44700.2	PF03140	50	131
AT3G26730.3	PF00097	245	291
AT3G26730.5	PF00097	245	291
AT3G26730.6	PF00097	245	291
AT3G26730.7	PF00097	245	291
AT3G26730.2	PF00097	245	291
AT3G26730.4	PF00097	245	291
AT3G26730.8	PF00097	245	291
AT3G55980.2	PF13637	140	192
AT3G55980.2	PF18044	323	343
AT3G49530.2	PF02365	14	140
AT3G02980.2	PF00583	35	99
AT3G58930.2	PF00646	5	41
AT3G58930.4	PF00646	5	41
AT3G11240.3	PF04376	5	62
AT3G11240.3	PF04377	279	424
AT3G11240.2	PF04377	163	308
AT3G11240.4	PF04377	163	308
AT3G11240.5	PF04377	163	308
AT3G32420.1	PF10409	8	101
AT3G27460.5	PF07039	133	234
AT3G27460.4	PF07039	133	267
AT3G27460.3	PF07039	131	232
AT3G01980.5	PF13561	17	229
AT3G01980.6	PF13561	19	175
AT3G54480.6	PF12937	42	80
AT3G09360.2	PF00382	172	260
AT3G09360.2	PF00382	73	159
AT3G09360.2	PF07741	400	522
AT3G59960.2	PF00856	122	227
AT3G59960.3	PF00856	122	227
AT3G59960.4	PF00856	122	227
AT3G08947.2	PF02985	6	35
AT3G08947.2	PF13513	166	221
AT3G18520.4	PF00850	171	459
AT3G18520.3	PF00850	171	445
AT3G21920.2	PF01657	66	165
AT3G21920.2	PF01657	200	287
AT3G12040.2	PF02245	62	197
AT3G14980.4	PF00628	729	770
AT3G14980.4	PF16135	651	702
AT3G14980.5	PF00628	684	725
AT3G14980.5	PF16135	606	657
AT3G14980.3	PF00628	729	770
AT3G14980.3	PF16135	651	702
AT3G12550.5	PF03468	118	228
AT3G12550.5	PF03469	504	633
AT3G12550.5	PF03470	32	75
AT3G12550.3	PF03468	118	228
AT3G12550.3	PF03469	504	562
AT3G12550.3	PF03470	32	75
AT3G17180.2	PF00450	47	428
AT3G61750.2	PF03188	143	263
AT3G61750.2	PF03351	10	87
AT3G13970.4	PF04110	11	76
AT3G13970.2	PF04110	11	56
AT3G13970.3	PF04110	11	56
AT3G48030.2	PF13639	128	171
AT3G02510.3	PF00415	208	259
AT3G02510.3	PF00415	156	205
AT3G02510.3	PF00415	262	327
AT3G02510.3	PF00415	2	48
AT3G02510.3	PF00415	52	107
AT3G18090.2	PF00562	584	889
AT3G18090.2	PF04561	123	283
AT3G18090.2	PF04563	2	318
AT3G18090.2	PF04565	360	419
AT3G18090.2	PF04566	456	517
AT3G18090.2	PF04567	532	574
AT3G18090.3	PF00562	584	889
AT3G18090.3	PF04561	123	283
AT3G18090.3	PF04563	2	318
AT3G18090.3	PF04565	360	419
AT3G18090.3	PF04566	456	517
AT3G18090.3	PF04567	532	574
AT3G59660.2	PF00168	83	178
AT3G59660.2	PF02893	232	304
AT3G59660.2	PF16016	406	524
AT3G63340.7	PF00481	201	438
AT3G63340.7	PF00069	749	1036
AT3G63340.9	PF00069	82	370
AT3G63340.11	PF00481	201	438
AT3G63340.11	PF00069	747	824
AT3G63340.1	PF00481	201	438
AT3G63340.5	PF00481	201	438
AT3G63340.1	PF00069	748	1035
AT3G63340.5	PF00069	748	1035
AT3G63340.8	PF00481	201	438
AT3G63340.8	PF00069	748	924
AT3G63340.10	PF00481	201	438
AT3G63340.3	PF00481	201	438
AT3G63340.4	PF00481	201	438
AT3G63340.6	PF00481	201	438
AT3G63340.10	PF00069	748	924
AT3G63340.3	PF00069	748	924
AT3G63340.4	PF00069	748	924
AT3G63340.6	PF00069	748	924
AT3G62120.3	PF00587	136	302
AT3G62120.3	PF03129	321	417
AT3G62120.3	PF09180	444	517
AT3G20200.3	PF00582	18	142
AT3G20200.3	PF07714	456	707
AT3G20200.2	PF00582	18	142
AT3G20200.4	PF00582	18	142
AT3G20200.2	PF07714	456	707
AT3G20200.4	PF07714	456	707
AT3G01790.3	PF00572	31	133
AT3G14640.2	PF00067	109	511
AT3G61220.3	PF00106	39	201
AT3G61220.3	PF13561	246	288
AT3G49070.2	PF05055	181	356
AT3G57230.3	PF01486	49	136
AT3G57230.5	PF01486	49	136
AT3G03030.2	PF00646	5	38
AT3G27400.2	PF00544	150	333
AT3G49045.1	PF08387	32	78
AT3G29130.3	PF10241	8	72
AT3G29130.4	PF10241	8	72
AT3G42180.4	PF03016	18	292
AT3G62220.2	PF07714	19	252
AT3G26922.3	PF07723	133	158
AT3G26922.5	PF07723	133	158
AT3G26922.4	PF00646	16	51
AT3G26922.4	PF07723	137	162
AT3G10390.3	PF01593	246	671
AT3G10390.3	PF04433	143	220
AT3G10390.2	PF01593	246	671
AT3G10390.2	PF04433	143	220
AT3G53680.2	PF00628	490	531
AT3G53680.2	PF16135	423	473
AT3G53680.2	PF16135	213	268
AT3G53170.1	PF01535	251	280
AT3G53170.2	PF01535	251	280
AT3G53170.1	PF01535	323	350
AT3G53170.2	PF01535	323	350
AT3G53170.1	PF01535	146	175
AT3G53170.2	PF01535	146	175
AT3G53170.1	PF01535	288	317
AT3G53170.2	PF01535	288	317
AT3G53170.1	PF13041	355	403
AT3G53170.2	PF13041	355	403
AT3G53170.1	PF13041	177	227
AT3G53170.2	PF13041	177	227
AT3G53170.1	PF13041	426	470
AT3G53170.2	PF13041	426	470
AT3G53170.3	PF01535	251	280
AT3G53170.3	PF01535	146	175
AT3G53170.3	PF01535	288	317
AT3G53170.3	PF13041	177	227
AT3G53170.3	PF13041	399	443
AT3G53170.3	PF13041	334	376
AT3G62280.2	PF00657	38	282
AT3G12530.4	PF05916	54	142
AT3G45600.2	PF00335	6	135
AT3G48580.3	PF00722	4	140
AT3G48580.3	PF06955	171	214
AT3G25493.1	PF02181	30	106
AT3G16220.2	PF10469	36	172
AT3G07470.3	PF04398	31	139
AT3G17700.2	PF00520	204	519
AT3G61670.2	PF11331	417	461
AT3G55020.3	PF00566	248	470
AT3G55020.2	PF00566	248	470
AT3G49980.2	PF00646	4	41
AT3G49980.2	PF07734	205	367
AT3G51850.3	PF00036	359	386
AT3G51850.3	PF00069	56	312
AT3G51850.2	PF00036	432	458
AT3G51850.2	PF00069	56	312
AT3G51850.2	PF13499	358	418
AT3G46980.2	PF07690	1	306
AT3G46980.8	PF07690	1	306
AT3G46980.4	PF07690	167	534
AT3G46980.5	PF07690	1	306
AT3G46980.7	PF07690	1	306
AT3G46980.6	PF07690	2	242
AT3G46180.2	PF08449	20	286
AT3G49750.2	PF13855	76	133
AT3G15750.2	PF09811	46	83
AT3G15750.3	PF09811	12	49
AT3G48330.4	PF01135	65	277
AT3G48330.3	PF01135	1	209
AT3G04970.3	PF01529	70	218
AT3G51480.2	PF00060	488	740
AT3G51480.2	PF00497	382	707
AT3G51480.2	PF01094	5	310
AT3G51480.3	PF00060	578	682
AT3G51480.3	PF00497	472	754
AT3G51480.3	PF01094	48	400
